Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,Packet Length Mean,Average Packet Size
21,44530.603967152,45.39933428266311,2.2061173701899195,205.9930040712386,340.59181476719687,3616507.515452373,14980.270951010429,270.94027091714133,282.68628016572865
21,53424.726500745026,44.88438932422977,0.9721343432978757,220.87717080887228,359.3581207866653,504189.95599990326,0.0,282.4731438402271,277.1075297169873
443,1100691.0710997295,125.18501782164931,69.7382044266187,449.3403903205095,385.2423748532211,318240.018264085,5909.646864660729,398.4582397718047,471.3619827112023
80,2202236.300774244,176.81983834286783,72.0826303942924,187.95271484466093,345.0641817532821,0.0,0.0,291.86182396516347,311.4487887520953
443,0.0,23.44563960998116,19.876162017971573,781.9092080769382,1228.6006709069136,6199849.785388085,3154.979235086008,995.8259640079259,1105.2260803540123
80,112100.5605279966,14.437712204760988,9.75696167219429,501.12380037969695,101.9872130621117,2125166.20213716,0.0,295.66680905928393,333.4682349271329
443,564654.0958950177,7.529951476669711,6.197577579693454,1295.8552378152187,690.5804510119428,909250.4880930015,17918.234255541454,1008.5361578914714,1054.4296994378076
443,267522.7520445716,74.6233957572884,27.08998720347893,367.2082226589271,286.03041446838915,1670208.6241834427,0.0,313.8314311870357,357.6007445799803
443,105599.86359014221,30.92847961372959,9.721937485348569,1124.3194507709834,1281.332272222374,202683.3487940058,0.0,1199.1229495493528,1348.939502525684
21,8416.598574426574,6.003170407961505,32.20733404503555,123.68091843359947,71.75948326489001,2212538.376138703,61230.902595940715,73.27897545898341,80.89492877021046
135,162893.94980099847,34.11662601357606,35.30930899869841,260.4576829229662,42.92055450692359,0.0,13485.281531142748,171.22500916213684,217.73568718170654
17187,21395.00632808151,42.11049077572164,29.843509775180742,482.672105320407,65.82834931569585,365066993.85619336,1109622.8358796153,285.5027318909492,291.49398585969465
8080,6134.883562596616,10.082298043368183,11.381829419112387,809.0153847688065,765.6595195104892,2795459.0851428956,0.0,788.9039950853678,830.4905919615957
4158,0.0,34.77765266785192,5.589351535731395,351.1502411655055,12.911379716099098,171338909.01908794,529402.8889820916,166.02867865375705,173.87892329939328
12763,0.0,37.067906765257895,1.9689687175630082,116.07965628467421,114.52650199659284,3426539.1990457857,9712.988331187049,122.61863586089267,113.17983401065202
443,517539.72230155393,86.68061992888678,133.37115647480624,99.39801678276444,367.20646705150574,1310449.205926067,0.0,244.44812615624755,288.3600435848934
6398,0.0,43.06843926688958,2.1120692161964656,246.9149712065789,338.84105215876446,11644299.554465838,13451.980878163798,284.1816571575104,330.182752466906
21,226583.42096428626,16.216650450823792,32.9100110473843,271.2997476158603,55.13638182342003,3107435.9219071083,0.0,189.7537005084568,210.29539320010252
80,56619.412212097064,4.339644245944249,19.22592658998639,1168.6029452613327,1039.1803001513626,0.0,1220.8355867762534,1118.9478151060484,1216.1723789377074
443,119280.44019366305,22.17750019522374,2.544158980444675,1047.9240592425942,604.5805444726886,3711927.8585952395,0.0,856.4869308104448,944.4398721278309
443,30101.787760116742,44.8134210370596,21.940708042940514,1365.0958441493376,1156.3957085734364,14678507.464535406,10299.189403469285,1222.7944812664232,1359.1790297938317
135,35026.04081681163,29.01367118827496,34.285903784565036,155.86744298661068,490.23974055286317,2031096.452746801,0.0,309.56334244915786,338.2166723415633
3389,76567.6599100144,23.365318749092605,18.52137761068881,215.3055929219599,490.0124869534012,0.0,20667.68908953126,336.6295664983053,388.89803817646947
80,52423.0212746415,1.620901476768351,19.019304872250476,1193.9495382830805,1046.7268755140187,496530.61437258107,19200.028813624194,1124.0555993585697,1230.368227987301
80,3999.2904831709347,9.576931436396938,0.5245335185090476,907.6753234167685,695.3261415334388,3318253.3823471908,12144.810423038638,775.9200364751578,906.3701988674632
443,645836.1807973367,145.1127556370088,113.82753171413862,208.03209147957423,211.0606769393523,0.0,0.0,216.97787563602307,215.42500683261778
135,127791.94738089558,21.10252101366768,26.68859956098832,371.9415071626146,502.87155963978716,1753188.7027422881,26872.313966524383,418.0340736863038,441.45484721092726
21,19074.227497013817,37.27601813013785,6.197676889656458,347.567283468535,417.89604331378155,4504052.834551225,0.0,358.8872370820292,408.24714396451094
20110,13160.61820155774,43.38621531083167,2.815350619810393,456.9375814730278,107.85437323167044,15405755.361623682,10009.379932651089,260.1197041495208,293.17475444387037
8080,0.0,9.17360194157743,10.405719122141095,958.2226094500002,175.58631038654678,4119339.490604311,0.0,557.6435613843324,696.4019957986524
35988,23652.879782766504,32.90678521278383,18.478387070687052,383.1057924093755,53.42655654503764,3225071.6977818413,43131.18303779133,231.65431994476026,253.03843341829537
8080,27725.7934297674,8.833106681955284,5.025836023855068,573.5538598034582,165.36705515348063,2834258.648044782,0.0,383.6015725910838,414.93122203140854
44387,2116.7633037722508,50.17016702220034,19.387245080667384,216.1450557071451,106.97163447525713,25016254.976062804,130022.00152264343,175.92846975223802,154.7971517061116
80,0.0,8.560206475218447,8.024817262433162,763.2740303909098,77.04568155343712,10735267.93773733,0.0,454.83082936324416,433.04515522719555
443,60878.725645994964,27.769930391118027,28.111337335575293,966.6248128594194,1025.9286205248725,5106603.497494023,13709.035964476448,999.6720105826505,1074.164172327904
80,51305.163518286456,97.19140877270682,27.305100152547794,220.95985825111822,291.08532727758416,2913848.723268526,21745.50200125754,243.66106781286587,287.7636002748217
80,112310.55635696989,136.75212959609894,79.02538622848301,112.42624302344788,367.5260225702959,0.0,12001.213017086187,241.39086221746092,252.77491200607153
8080,198838.32659570817,45.18022336613464,11.33779261680358,519.3284172055139,1129.2005300813564,1178551.3585019591,0.0,806.890478863048,919.9464490176513
8080,59307.60716320764,41.31380480209821,25.597406404040814,767.8150313231479,97.53973607056481,0.0,0.0,429.021185923853,487.61318261355837
80,26698.68344502125,9.80232056922208,0.0,827.0319086402545,992.8219671700675,1777037.3909705824,0.0,888.458769370627,992.7895656559941
31397,0.0,34.870008620814076,16.47958037476321,421.0925624966404,160.21250934848095,28016862.519723542,68091.6070817766,307.65127670249285,333.98228692541574
21,99327.9698214914,33.59393795739503,11.302812008575929,280.279996030474,58.819841295970164,0.0,0.0,178.8943213975048,190.54185827605477
22,148774.4279342828,17.806428047928776,31.963753942609696,367.1833551916193,423.5958943683899,3027903.752584824,0.0,378.3803780937451,423.6984713279588
80,437.4128671573708,26.282754416135806,24.172154405257572,1322.2420903439586,427.349586227092,4533429.65154186,0.0,847.6134498070352,935.4567310739292
22,126746.2864557863,34.35920499960987,1.8552449851932626,455.7334563538723,340.5827852102994,2835614.550078048,0.0,406.8956952167584,445.6402247417585
80,2177590.083839335,172.35584944762437,75.24885209441689,223.93617632275414,389.8908388973293,68973.93151983738,0.0,274.4478309018717,263.25864984844543
34184,8998.464496767345,34.24190420856432,37.49270416407353,156.61166740457233,206.49363354733381,355863064.24129236,2441473.624383274,159.25849187424188,170.81673546792769
443,606611.1566124766,74.09648418958146,76.66721847442878,68.50128788499399,404.27082016998224,2629694.639283085,1298.3320556912809,259.88520168973594,301.73590773032237
443,171144.22839745678,53.156424904338564,55.560890633310095,449.7780095315565,340.30795106629375,0.0,0.0,412.50800517146496,418.1827651923498
80,25041.088544766335,13.217151971251507,13.74315174431606,717.6568306499578,548.7908910223758,0.0,3633.765389741743,633.6515345988254,680.3232455975071
80,0.0,22.059393089885546,22.779845848317343,776.8570362853678,166.8706906754362,9807248.876112487,646.4863310303481,443.53220783011153,542.7050000317809
445,208443.58475628713,25.08724317914683,29.48846086092265,476.60204896247046,251.57412799712523,5611350.110681242,1684.5229543423889,399.8394236507274,359.06691239003
443,99476.08726269056,20.232832935251334,3.1085488193515634,123.22713300971117,794.228640996141,44671.66164519997,2198.4300157993994,476.6154990412601,509.5975278207082
80,36878.701016718565,5.230293643523832,21.46258297124359,1197.2151128412197,1401.7593855177008,6473701.869411732,0.0,1304.9310641773793,1418.4742958846173
80,0.0,9.691212411705408,14.009383646321382,497.9744806807551,574.1575092817517,10646928.412967112,35793.43827402884,512.5860374964051,570.0897316543329
22,58100.953999182624,22.44712504113224,34.14785118311769,419.7450966636866,375.2239011265712,0.0,0.0,392.70323159774784,408.77987416512417
21,17584.06969063756,27.084421751230355,23.32903895096125,312.389132026376,56.954741270602014,0.0,5137.2709330829,183.904330697372,221.94650113721602
443,23795.85248216188,121.92900714569818,75.72569005862552,351.63466510201187,354.3698475061453,6710380.527589222,20946.699953668263,381.49131262529573,441.3496256932414
8080,73509.29632093446,42.41344501957985,27.482525496563095,789.4003890554894,82.37538897409533,0.0,13200.949168900965,441.15219582685575,497.25667468854056
80,0.0,12.39888394459421,11.789108837522958,188.1136659093648,113.5212109534744,2148627.865124161,1803.408354875522,171.5963198359952,194.46678515923193
8080,73225.89516347543,14.881521901774965,20.714057043976204,36.96091209909687,1492.2187016324085,0.0,0.0,751.5537301638317,855.8362401352701
8080,59156.37947474459,29.836608961083254,14.340199458138398,819.2319601208444,891.545487199616,414680.8634972675,14014.51179800602,852.7346341276165,928.5235939942859
445,202775.51386645064,14.02109291391114,23.533131495965186,339.00351587008436,376.77375108908234,2774096.91749438,9218.953326043977,390.3098911808897,427.9460328696866
3389,203707.31048430933,4.256070427997643,18.923028445355456,112.2021594579586,63.42472161461275,0.0,0.0,104.67471258837071,124.41806848761969
21,163184.28914751086,39.31568728589462,35.58623115882252,262.9816152615997,257.9387580949344,0.0,0.0,290.97451719907855,268.5203685635474
8080,0.0,5.986742403272203,15.315748078842876,642.922749805279,649.3895021974676,3144633.9518532115,0.0,658.0040519073965,725.0350927655552
443,32384.428061180337,46.6082954055199,21.59509310807425,1365.3638735804711,1132.9057450096245,19714870.538745306,11245.342422236386,1195.726659220588,1392.5100074384573
443,67137.80082451114,35.409059753433,30.845611957195782,972.6802050886131,1047.1407157453643,2869770.3144945703,24.572930837877948,1000.2003924671492,1094.709335907802
8080,184169.1277703924,12.287395856112417,20.40659065308398,204.76074602600443,411.20395375624946,0.0,15313.133617824391,309.4710732144086,313.80307553554485
8080,90614.72430220258,36.94779336577016,15.922576768206461,531.7961777960919,732.3187684463416,0.0,5547.691240430765,639.7141968581524,677.3453243548944
19732,0.0,34.52062544259241,29.98059801003998,63.094946538115536,265.6056303724219,7734380.513235324,68243.22069308558,145.35253285669984,124.03063184683486
21,0.0,48.46993183962607,17.66628968585427,104.46199364331378,68.64955429140181,2901754.654850633,9646.378255845826,51.52156354815047,95.61664987102172
5279,8547.019822874858,13.336023247877144,6.172478464822052,439.2009906190415,41.700152280350714,4163612.434442902,41328.646225938704,208.31692950542612,259.138539712303
135,27818.97273133183,32.972490026836276,33.18292016985741,113.35021484215955,532.7636668662752,2352659.5243494194,0.0,321.50021726341623,348.5533368667459
80,248840.31558852992,121.45666138438334,77.804859260188,216.33455764996353,108.07474911812551,399367.33967174357,11207.450530689399,175.29304016110484,239.02525201976397
443,97299.30787980722,29.62021194359447,18.084559964537846,1265.7381444564944,482.99448869340654,0.0,0.0,852.472684953224,930.2370592144746
22,50515.472985575456,32.27474961102823,26.779424260629185,345.84600906634387,241.35356890859953,0.0,4025.280208220899,298.5547165637296,312.9793124856458
8080,143145.77511402607,40.99326395447724,34.74968440796054,733.3670333174946,476.8828068861212,0.0,0.0,606.0142717630453,710.987743096631
443,413260.87397091556,30.729093168490632,6.412278948698071,1273.836630004533,764.1372806139333,0.0,0.0,1017.3795229517269,1143.7509480964964
3389,144777.25452158944,23.55189477145731,29.995054530102408,296.89586196208523,258.07803282627174,5046451.211839863,6193.680124152524,280.4413871493165,301.6972274773308
3389,24513.936794064688,35.64545437098161,32.9499001889636,245.50220612730928,250.4877796371774,979554.9572190624,0.0,238.7035591558021,274.1754931583673
62770,0.0,10.9397688809773,9.910383491674848,401.71056807183913,471.22968995403085,44664420.06752986,72844.86246467913,459.2895220580981,515.015515618476
8080,200358.3043869104,45.36272610524745,33.55339261186357,1374.4897958435054,1379.5199771404807,1207453.1590465326,11664.595701890334,1380.1813686756157,1501.1584536097012
31397,0.0,32.82183967054269,16.40595887705469,400.8868760441073,191.12303676674523,26009071.292170055,65599.37029453907,325.8588257932638,316.6928337646185
80,357516.8339583942,50.09198227968085,52.64788818789699,268.95076491380814,300.9292854285318,927122.0675445768,0.0,322.40129674623284,298.39728812982014
3389,87670.01341768212,3.9620893793361986,2.9818449808332224,273.2887161104542,39.656944284266956,1557533.489135766,728.6140892485662,164.75987437116268,203.34937733138116
445,1518.3040977564651,35.06944260704357,33.09843043084309,390.13581824089056,230.9178898781222,4624740.501648422,39558.146748833016,248.81287725746313,345.3544798032243
443,381246.8899248149,18.05298026998879,8.739496196351915,160.04825211353247,1242.9666333048463,0.0,15415.592998028875,701.0638630405487,735.1595962754385
